Scheme Name		Net Asset Value
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Regular Plan - IDCW Option		11.4603
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Direct Plan-Growth Option		11.8119
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Direct Plan-IDCW Option		11.8119
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Regular Plan-Growth Option		11.7614
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Regular Plan-IDCW Option		11.7614
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth Option		15.2665
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - IDCW Option		15.2664
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth Option		15.0461
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - IDCW Option		15.0461
Nippon India Nifty Auto Index Fund - Direct Plan- Growth Option		9.4622
Nippon India Nifty Auto Index Fund - Direct Plan- IDCW Option		9.4622
Nippon India Nifty Auto Index Fund - Regular Plan- Growth Option		9.4515
Nippon India Nifty Auto Index Fund - Regular Plan- IDCW Option		9.4515
Nippon India Nifty Bank Index Fund - Direct Plan - Growth Option		10.5687
Nippon India Nifty Bank Index Fund - Direct Plan - IDCW Option		10.5687
Nippon India Nifty Bank Index Fund - Regular Plan - Growth Option		10.5089
Nippon India Nifty Bank Index Fund - Regular Plan - IDCW Option		10.5089
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Direct Plan-Growth Option		12.0750
Nippon India Nifty G-Sec Jun 2036 Maturity Index fund-Direct Plan-IDCW Option		12.0750
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Regular Plan-Growth Option		12.0174
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Regular Plan-IDCW Option		12.0174
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Direct Plan-Growth Option		11.7017
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Direct Plan-IDCW Option		11.7017
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Regular Plan-Growth Option		11.6635
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Regular Plan-IDCW Option		11.6635
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Direct Plan-Growth Option		11.7113
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Direct Plan-IDCW Option		11.7113
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Regular Plan-Growth Option		11.6577
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Regular Plan-IDCW Option		11.6577
Nippon India Nifty IT Index Fund - Direct Plan - Growth Option		11.0284
Nippon India Nifty IT Index Fund - Direct Plan - IDCW Option		11.0284
Nippon India Nifty IT Index Fund - Regular Plan - Growth Option		10.9599
Nippon India Nifty IT Index Fund - Regular Plan - IDCW Option		10.9599
Nippon India Nifty Midcap 150 Index Fund - Direct Plan - Growth Option		21.6861
NIPPON INDIA NIFTY MIDCAP 150 INDEX FUND - DIRECT Plan - IDCW Option		21.6861
NIPPON INDIA NIFTY MIDCAP 150 INDEX FUND - IDCW Option		21.2138
Nippon India Nifty Midcap 150 Index Fund - Regular Plan - Growth Option		21.2138
Nippon India Nifty Realty Index Fund-Direct Plan- Growth Option		7.8580
Nippon India Nifty Realty Index Fund-Direct Plan- IDCW Option		7.8579
Nippon India Nifty Realty Index Fund-Regular Plan- Growth Option		7.8490
Nippon India Nifty Realty Index Fund-Regular Plan- IDCW Option		7.8490
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Direct Plan-Growth Option		11.8612
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Direct Plan-IDCW Option		11.8612
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Regular Plan IDCW Option		11.8084
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Regular Plan-Growth Option		11.8084
Nippon India Nifty SDL Plus G-Sec - Jun 2029 Maturity 70:30 Index Fund-Regular Plan-IDCW Option		11.6850
Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Direct Plan-Growth Option		11.7292
Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Direct Plan-IDCW Option		11.7292
Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Regular Plan-Growth Option		11.6850
Nippon India Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option		29.8431
NIPPON INDIA NIFTY SMALLCAP 250 INDEX FUND - DIRECT Plan - IDCW Option		29.8431
NIPPON INDIA NIFTY SMALLCAP 250 INDEX FUND - IDCW Option		28.9639
Nippon India Nifty Smallcap 250 Index Fund - Regular Plan - Growth Option		28.9639
		
		
		
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan, Growth Option		11.6712
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan, IDCW Option		10.9738
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, Growth Option		11.6296
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, IDCW Option		10.9323
		
		
		
SBI BSE Sensex Index Fund - Direct Plan - Growth		12.3972
SBI BSE Sensex Index Fund - Direct Plan - IDCW		12.3972
SBI BSE Sensex Index Fund - Regular Plan - Growth		12.3451
SBI BSE Sensex Index Fund - Regular Plan - IDCW		12.3451
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Direct Plan - Growth		11.9175
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)		11.9690
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Regular Plan - Growth		11.8517
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)		11.8519
SBI CRISIL IBX Gilt Index - April 2029 Fund - Direct Plan - Growth		12.0860
SBI CRISIL IBX Gilt Index - April 2029 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)		12.0861
SBI CRISIL IBX Gilt Index - April 2029 Fund - Regular Plan - Growth		12.0179
SBI CRISIL IBX Gilt Index - April 2029 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)		12.0187
SBI |CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Growth		12.3469
SBI CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)		12.3469
SBI CRISIL IBX Gilt Index - June 2036 Fund - Regular Plan - Growth		12.2716
SBI CRISIL IBX Gilt Index - June 2036 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)		12.2720
SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan - Growth		11.9461
SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)		11.9514
SBI CRISIL IBX SDL Index - September 2027 Fund - Regular Plan - Growth		11.8932
SBI CRISIL IBX SDL Index - September 2027 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)		11.8934
SBI Nifty 500 Index Fund- Direct Plan- Growth		8.6337
SBI Nifty 500 Index Fund- Direct Plan- Income Distribution Cum Capital Withdrawal (IDCW)		8.6337
SBI Nifty 500 Index Fund- Regular Plan- Growth		8.6178
SBI Nifty 500 Index Fund- Regular Plan- Income Distribution Cum Capital Withdrawal (IDCW)		8.6175
SBI Nifty Bank Index Fund- Regular Plan- Income Distribution Cum Capital Withdrawal Option		9.7982
SBI Nifty Bank Index Fund-Direct Plan- Growth		9.7993
SBI Nifty Bank Index Fund-Direct Plan- Income Distribution Cum Capital Withdrawal Option		9.7993
SBI Nifty Bank Index Fund-Regular Plan- Growth		9.7982
SBI NIFTY INDEX FUND - DIRECT PLAN - GROWTH		212.2787
SBI Nifty Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)		109.0340
SBI NIFTY INDEX FUND - REGULAR PLAN - GROWTH		202.5627
SBI Nifty Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)		103.9258
SBI Nifty India Consumption Index Fund- Direct Plan- Growth		9.3436
SBI Nifty India Consumption Index Fund- Direct Plan- IDCW Payout		9.3436
SBI Nifty India Consumption Index Fund- Regular Plan- Growth		9.3299
SBI Nifty India Consumption Index Fund- Regular Plan- IDCW Payout		9.3299
SBI Nifty Midcap 150 Index Fund - Direct Plan - Growth		16.3204
SBI Nifty Midcap 150 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)		16.3199
SBI Nifty Midcap 150 Index Fund - Regular Plan - Growth		16.0998
SBI Nifty Midcap 150 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)		16.1000
SBI Nifty Next 50 Index Fund - Direct Plan - Growth		16.7539
SBI Nifty Next 50 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)		16.7531
SBI Nifty Next 50 Index Fund - Regular Plan - Growth		16.4503
SBI Nifty Next 50 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)		16.4505
SBI Nifty Smallcap 250 Index Fund - Direct Plan - Growth		16.3434
SBI Nifty Smallcap 250 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)		16.3430
SBI Nifty Smallcap 250 Index Fund - Regular Plan - Growth		16.1180
SBI Nifty Smallcap 250 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)		16.1185
SBI Nifty50 Equal Weight Index Fund - Direct Plan - Growth		10.6688
SBI Nifty50 Equal Weight Index Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option		10.6681
SBI Nifty50 Equal Weight Index Fund - Regular Plan - Growth		10.6136
SBI Nifty50 Equal Weight Index Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option		10.6135
		
		
		
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund) - Direct Plan - Growth Option		165.0927
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option		77.8361
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund)-Growth		157.0536
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund-Income Distribution CUM Capital Withdrawal		74.0477
		
		
		
Tata BSE Select Business Groups Index Fund - Direct Growth		9.0439
Tata BSE Select Business Groups Index Fund - Direct IDCW Payout		9.0439
Tata BSE Select Business Groups Index Fund - Direct IDCW Reinvestment		9.0439
Tata BSE Select Business Groups Index Fund - Regular Growth		9.0311
Tata BSE Select Business Groups Index Fund - Regular IDCW Payout		9.0311
Tata BSE Select Business Groups Index Fund - Regular IDCW Reinvestment		9.0311
Tata S&P BSE Sensex Index Fund - Direct Plan		201.2164
Tata S&P BSE Sensex Index Fund -Regular Plan		190.3557
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH		11.8725
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW PAYOUT		11.8725
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW REINVESTMENT		11.8725
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH		11.7985
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW PAYOUT		11.7985
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW REINVESTMENT		11.7985
Tata Nifty 50 Index Fund -Direct Plan		154.4734
Tata Nifty 50 Index Fund -Regular Plan		142.6264
Tata Nifty Auto Index Fund - Direct Plan - Growth		10.1061
Tata Nifty Auto Index Fund - Direct Plan - IDCW payout		10.1061
Tata Nifty Auto Index Fund - Direct Plan - IDCW Reinvestment		10.1061
Tata Nifty Auto Index Fund - Regular Plan - Growth		10.0463
Tata Nifty Auto Index Fund - Regular Plan - IDCW Payout		10.0463
Tata Nifty Auto Index Fund - Regular Plan - IDCW Reinvestment		10.0463
Tata Nifty Capital Markets Index Fund - Direct Plan Growth Option		9.0661
Tata Nifty Capital Markets Index Fund - Direct Plan IDCW Payout Option		9.0661
Tata Nifty Capital Markets Index Fund - Direct Plan IDCW Reinvestment Option		9.0661
Tata Nifty Capital Markets Index Fund - Regular Plan Growth Option		9.0487
Tata Nifty Capital Markets Index Fund - Regular Plan IDCW Payout Option		9.0487
Tata Nifty Capital Markets Index Fund - Regular Plan IDCW Reinvestment Option		9.0487
Tata Nifty Financial Services Index Fund - Direct Plan - Growth		10.8777
Tata Nifty Financial Services Index Fund - Direct Plan - IDCW Payout		10.8777
Tata Nifty Financial Services Index Fund - Direct Plan - IDCW Reinvestment		10.8777
Tata Nifty Financial Services Index Fund - Regular Plan - Growth		10.8147
Tata Nifty Financial Services Index Fund - Regular Plan - IDCW Payout		10.8147
Tata Nifty Financial Services Index Fund - Regular Plan - IDCW Reinvestment		10.8147
Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-Growth		11.6243
Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-IDCW Payout		11.6243
Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-IDCW Reinvestment		11.6243
Tata Nifty G Sec Dec 2026 Index Fund-Regular Plan-Growth		11.5416
Tata Nifty G Sec Dec 2026 Index Fund-Regular Plan-IDCW Payout		11.5416
Tata Nifty G SEc Dec 2026 Index Fund-Regular Plan-IDCW Reinvestment		11.5416
Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - Growth		11.8106
Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - IDCW Payout		11.8106
Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - IDCW Reinvestment		11.8106
Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - Growth		11.7240
Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - IDCW Payout		11.7240
Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - IDCW Reinvestment		11.7240
Tata Nifty India Tourism Index Fund - Direct - Growth		9.4021
Tata Nifty India Tourism Index Fund - Direct - IDCW Payout		9.4021
Tata Nifty India Tourism Index Fund - Direct - IDCW Reinvestment		9.4021
Tata Nifty India Tourism Index Fund - Regular - Growth		9.3626
Tata Nifty India Tourism Index Fund - Regular - IDCW Payout		9.3626
Tata Nifty India Tourism Index Fund - Regular - IDCW Reinvestment		9.3626
Tata Nifty Midcap 150 Momentum 50 Index Fund - Growth - Direct Plan		16.0612
Tata Nifty Midcap 150 Momentum 50 Index Fund - Growth - Regular Plan		15.7736
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Payout - Direct Plan		16.0612
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Payout - Regular Plan		15.7736
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Reinvestment - Direct Plan		16.0612
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Reinvestment - Regular Plan		15.7736
Tata Nifty MidSmall Healthcare Index Fund - Direct Plan - Growth		11.4925
Tata Nifty MidSmall Healthcare Index Fund - Direct Plan - IDCW Payout		11.4925
Tata Nifty MidSmall Healthcare Index Fund - Direct Plan - IDCW Reinvestment		11.4925
Tata Nifty MidSmall Healthcare Index Fund - Regular Plan - Growth		11.4252
Tata Nifty MidSmall Healthcare Index Fund - Regular Plan - IDCW Payout		11.4252
Tata Nifty MidSmall Healthcare Index Fund - Regular Plan - IDCW Reinvestment		11.4252
Tata Nifty Realty Index Fund - Direct Plan - Growth		8.7077
Tata Nifty Realty Index Fund - Direct Plan - IDCW Payout		8.7077
Tata Nifty Realty Index Fund - Direct Plan - IDCW Reinvestment		8.7077
Tata Nifty Realty Index Fund - Regular Plan - Growth		8.6537
Tata Nifty Realty Index Fund - Regular Plan - IDCW Payout		8.6537
Tata Nifty Realty Index Fund - Regular Plan - IDCW Reinvestment		8.6537
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund -Regular Plan-IDCW Payout		11.9396
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund- Direct Plan-Growth		12.0368
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Direct Plan- IDCW Reinvestment		12.0368
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Direct Plan-IDCW Payout		12.0368
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Regular Plan -Growth		11.9396
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Regular Plan- IDCW Reinvestment		11.9396
Tata Nifty200 Alpha 30 Index Fund - Direct - IDCW Payout		7.6631
Tata Nifty200 Alpha 30 Index Fund - Direct - IDCW Reinvestment		7.6631
Tata Nifty200 Alpha 30 Index Fund - Direct -Growth		7.6631
Tata Nifty200 Alpha 30 Index Fund - Regular - IDCW Payout		7.6375
Tata Nifty200 Alpha 30 Index Fund - Regular - IDCW Reinvestment		7.6375
Tata Nifty200 Alpha 30 Index Fund - Regular -Growth		7.6375
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Direct Plan-Growth		10.1376
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Direct Plan-IDCW-Payout		10.1376
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Direct Plan-IDCW-Reinvestment		10.1376
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Regular Plan -IDCW-Reinvestment		10.0790
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Regular Plan-Growth		10.0790
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Regular Plan-IDCW Payout		10.0790
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Direct Plan - Growth		9.4541
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Direct Plan - IDCW Payout		9.4541
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Direct Plan - IDCW Reinvestment		9.4541
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Regular Plan - Growth		9.3975
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Regular Plan - IDCW Payout		9.3975
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Regular Plan - IDCW Reinvestment		9.3975
		
		
		
Taurus Nifty 50 Index Fund - Direct Plan - Growth		46.5181
Taurus Nifty 50 Index Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option		43.5357
Taurus Nifty 50 Index Fund - Regular Plan - Growth		43.7190
Taurus Nifty 50 Index Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option		27.8745
		
		
		
UTI Nifty Next 50 Index Fund - Direct Plan - Growth Option		22.4076
UTI Nifty Next 50 Index Fund - Regular Plan - Growth Option		21.6604
UTI BSE Housing Index Fund - Direct Plan - Growth Option		13.4346
UTI BSE Housing Index Fund - Regular Plan - Growth Option		13.3329
UTI BSE Low Volatility Index Fund - Direct Plan  - Growth Option		15.736
UTI BSE Low Volatility Index Fund - Regular Plan - Growth Option		15.5219
UTI BSE Sensex Index Fund - Direct Plan - Growth Option		13.556
UTI BSE Sensex Index Fund - Regular Plan  -Growth Option		13.5158
UTI CRISIL SDL Maturity April 2033 Index Fund - Direct Plan - Growth Option		11.9605
UTI CRISIL SDL Maturity April 2033 Index Fund - Regular Plan - Growth Option		11.8941
UTI CRISIL SDL Maturity June 2027 Index Fund - Direct Plan - Growth Option		11.6887
UTI CRISIL SDL Maturity June 2027 Index Fund - Regular Plan - Growth Option		11.6274
UTI Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth Option		19.9788
UTI Nifty 200 Momentum 30 Index Fund - Regular Plan - Growth Option		19.5923
UTI Nifty 200 Quality 30 Index Fund - Direct Plan - Growth Option		8.3857
UTI Nifty 200 Quality 30 Index Fund - Regular Plan - Growth Option		8.3655
UTI Nifty 50 Index Fund - Direct Plan - IDCW		80.3906
UTI Nifty 50 Index Fund - Growth Option- Direct		159.5639
UTI Nifty 50 Index Fund - Regular Plan - Growth Option		157.4001
UTI Nifty 50 Index Fund - Regular Plan - IDCW		79.2979
UTI Nifty 500 Value 50 Index Fund - Direct Plan - Growth Option		17.2488
UTI Nifty 500 Value 50 Index Fund - Regular Plan - Growth Option		17.1008
UTI Nifty Alpha Low-Volatility 30 Index Fund - Direct Plan - Growth Option		9.2419
UTI Nifty Alpha Low-Volatility 30 Index Fund - Regular Plan - Growth Option		9.2291
UTI Nifty Midcap 150 Index Fund - Direct Plan - Growth Option		9.0043
UTI Nifty Midcap 150 Index Fund - Regular Plan - Growth Option		8.9928
UTI Nifty Midcap 150 Quality 50 Index Fund - Direct Plan - Growth Option		12.7099
UTI Nifty Midcap 150 Quality 50 Index Fund - Regular Plan - Growth Option		12.5447
UTI Nifty Private Bank Index Fund - Direct Plan - Growth Option		9.1434
UTI Nifty Private Bank Index Fund - Regular Plan - Growth Option		9.1213
UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Direct Plan - Growth Option		11.5875
UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Regular Plan - Growth Option		11.5297
UTI NIFTY SDL Plus AAA PSU Bond Apr 2028- 75:25 Index Fund - Direct Plan - Growth Option		11.6811
UTI NIFTY SDL Plus AAA PSU Bond Apr 2028- 75:25 Index Fund - Regular Plan - Growth Option		11.63
UTI Nifty50 Equal Weight Index Fund - Direct Plan - Growth Option		13.217
UTI Nifty50 Equal Weight Index Fund - Regular Plan - Growth Option		13.1164
		
		
		
Zerodha ELSS Tax Saver Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth option		12.359
Zerodha Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth option		12.3478
		
		
		
		
		
Aditya Birla Sun Life BSE Sensex ETF		75.4033
Aditya Birla Sun Life Crisil 10 Year Gilt ETF		104.2656
ADITYA BIRLA SUN LIFE CRISIL BROAD BASED GILT ETF		105.319
Aditya Birla Sun Life CRISIL Liquid Overnight ETF - IDCW Daily Reinvestment with Weekly Payout		1000.
Aditya Birla Sun Life Nifty 200 Momentum 30 ETF		29.2159
Aditya Birla Sun Life Nifty 200 Quality 30 ETF		19.9186
Aditya Birla Sun Life Nifty 50 ETF		26.518
Aditya Birla Sun Life Nifty Bank ETF		50.0962
Aditya Birla Sun Life Nifty Healthcare ETF		13.9716
Aditya Birla Sun Life Nifty IT ETF		43.5685
Aditya Birla Sunlife Nifty Next 50 ETF		63.3369
Aditya Birla Sun Life Nifty PSE ETF		8.6344
Aditya Birla Sun Life Silver ETF		96.5639
		
		
		
Axis BSE Sensex ETF		77.6279
Axis Nifty 50 ETF		250.5151
Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF		12.3928
Axis NIFTY Bank ETF		504.2799
Axis NIFTY Healthcare ETF		138.5216
Axis NIFTY India Consumption ETF		110.1812
Axis IT ETF		442.6594
Axis Silver ETF		96.3652
		
		
		
Bajaj Finserv Nifty 1D Rate Liquid ETF		1015.7397
Bajaj Finserv Nifty 50 ETF		232.9649
Bajaj Finserv Nifty Bank ETF		49.6602
		
		
		
BANDHAN BSE Sensex ETF		817.9829
BANDHAN Nifty 50 ETF		250.2709
		
		
		
Baroda BNP Paribas Nifty Bank ETF		49.3124
		
		
		
DSP BSE Liquid Rate ETF		1057.0993
DSP BSE Sensex ETF		77.1744
DSP BSE SENSEX Next 30 ETF		34.1106
DSP NIFTY 1D Rate Liquid ETF - IDCW - Daily Reinvest		1000
DSP Nifty 50 Equal Weight ETF		296.55
DSP Nifty 50 ETF		238.402
DSP Nifty Bank ETF		50.0306
DSP Nifty Healthcare ETF		137.1374
DSP Nifty IT ETF		42.4727
DSP Nifty Midcap 150 Quality 50 ETF		219.9585
DSP Nifty Private Bank ETF		24.8628
DSP Nifty PSU Bank ETF		60.0077
DSP Nifty Top 10 Equal Weight ETF		91.4014
DSP Silver ETF		93.2836
		
		
		
Bharat Bond ETF - April 2030		1453.7264
BHARAT Bond ETF - April 2032		1225.6293
BHARAT Bond ETF - April 2033		1191.6808
BHARAT Bond ETF April 2025		1277.345
BHARAT Bond ETF- April 2031		1301.1587
Edelweiss BSE Capital Markets & Insurance  ETF - Growth		18.5894
Edelweiss Nifty Bank ETF - Growth		49.311
Edelweiss Nifty500 Multicap Momentum Quality 50 ETF - Growth		38.1202
Edelweiss Silver ETF		97.0345
		
		
		
Groww Nifty 1D Rate Liquid ETF		102.5541
GROWW NIFTY EV & NEW AGE AUTOMOTIVE ETF		27.4983
Groww Nifty India Defence ETF		56.3704
Groww Nifty India Railways PSU ETF		34.3799
		
		
		
HDFC BSE 500 ETF - Growth Option		33.3879
HDFC BSE Sensex ETF - Growth Plan		84.8744
HDFC NIFTY 100 ETF - Growth Option		23.9962
HDFC NIFTY 1D RATE LIQUID ETF		1000
HDFC NIFTY 50 ETF - Growth Plan		255.0631
HDFC NIFTY Bank ETF - GROWTH		50.3159
HDFC NIFTY GROWTH SECTORS 15 ETF - Growth Option		117.9725
HDFC NIFTY IT ETF - Growth option		42.8711
HDFC NIFTY Midcap 150 ETF - Growth Option		18.9171
HDFC NIFTY NEXT 50 ETF - Growth Option		61.6195
HDFC NIFTY Private Bank ETF - Growth Option		24.9524
HDFC NIFTY PSU BANK ETF		60.244
HDFC NIFTY Smallcap 250 ETF - Growth Option		150.6288
HDFC NIFTY100 Low Volatility 30 ETF - Growth Option		19.1265
HDFC NIFTY100 QUALITY 30 ETF - Growth Option		54.2753
HDFC NIFTY200 MOMENTUM 30 ETF - Growth Option		29.0617
HDFC NIFTY 50 VALUE 20 ETF - Growth Option		132.0878
HDFC Silver ETF - Growth Option		93.094
		
		
		
BHARAT 22 ETF		97.6632
ICICI Prudential BSE 500 ETF		35.1571
ICICI Prudential BSE Liquid Rate ETF - IDCW		1000.0000
ICICI Prudential BSE Midcap Select ETF		15.7057
ICICI Prudential BSE Sensex ETF		860.0080
ICICI Prudential Nifty 10 yr Benchmark G-sec ETF		245.4576
ICICI Prudential Nifty 100 ETF		25.9713
ICICI Prudential Nifty 100 Low Volatility 30 ETF		20.5784
ICICI Prudential Nifty 200 Momentum 30 ETF		29.3475
ICICI Prudential Nifty 200 Quality 30 ETF		19.7375
ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF		59.5058
ICICI Prudential Nifty 50 ETF		256.4317
ICICI Prudential Nifty Alpha Low- Volatility 30 ETF		26.1640
ICICI Prudential Nifty Auto ETF		22.8084
ICICI Prudential Nifty Bank ETF		50.1753
ICICI Prudential Nifty Commodities ETF		79.2473
ICICI Prudential Nifty Financial Services Ex-BaNk ETF		25.4137
ICICI Prudential Nifty FMCG ETF		56.3189
ICICI Prudential Nifty Healthcare ETF		139.2062
ICICI Prudential Nifty India Consumption ETF		110.6314
ICICI Prudential Nifty Infrastructure ETF		82.1158
ICICI Prudential Nifty IT ETF		44.5732
ICICI Prudential Nifty Metal ETF		8.3465
ICICI Prudential Nifty Midcap 150 ETF		19.2945
ICICI Prudential Nifty Next 50 ETF		63.5043
ICICI Prudential Nifty Oil & Gas ETF		10.0868
ICICI Prudential Nifty Private Bank ETF		24.7362
